Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,PartyAbbreviation,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath
0,Céline,Amaudruz,f,Genf,GE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Genève,Genf,Organe législatif cantonal: depuis octobre 2009 jusqu'à octobre 2011; Organe législatif de la commune de Puplinge: depuis mars 2011 jusqu'à mars 2015,12/5/2011,11/29/2015,Lutry (VD),3/15/1979,
1,Céline,Amaudruz,f,Genf,GE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,,Genève,Genf,Organe législatif cantonal: depuis octobre 2009 jusqu'à octobre 2011; Organe législatif de la commune de Puplinge: depuis mars 2011 jusqu'à mars 2015,11/30/2015,,Lutry (VD),3/15/1979,
0,Johann,Amberg,m,Luzern,LU,Nationalrat,,,Konservative,Kons*,,,,,11/3/1873,12/1/1878,Sursee (LU),1/17/1830,8/18/1887
0,Johann Ulrich,Ambühl,m,St. Gallen,SG,Nationalrat,Mitte,MC,Liberale,Lib*,,,,,12/6/1869,7/28/1872,Krummenau (SG),1/28/1819,7/28/1872
0,Madeleine,Amgwerd,f,Jura,JU,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Bienne,Bern,"Conseil de ville Delémont: 1985 - 1995; Conseil communal Delémont: dès 1996; Parlement jurassien: dès 1999, Présidente du Parlement jurassien 2003",12/1/2003,12/2/2007,"Sattel (SZ),Schwyz (SZ)",8/1/1946,
0,Viola,Amherd,f,Wallis,VS,Nationalrat,Fraktion CVP-EVP,CE,Christlichdemokratische Volkspartei der Schweiz,CVP,,Brig-Glis,Wallis,Exekutive der Gemeinde (Stadträtin) Brig-Glis: von 1993 bis 1996; Vizepräsidentin: von 1997 bis 2000; Präsidentin: von 2001 bis 2012,12/5/2011,11/29/2015,"Mund (VS),Brig-Glis (VS),Zwischbergen (VS),Naters (VS)",6/7/1962,
0,Viola,Amherd,f,Wallis,VS,Nationalrat,Fraktion CVP/EVP/glp,CEg,Christlichdemokratische Volkspartei der Schweiz,CVP,,Brig-Glis,Wallis,Exekutive der Gemeinde (Stadträtin) Brig-Glis: von 1993 bis 1996; Vizepräsidentin: von 1997 bis 2000; Präsidentin: von 2001 bis 2012,12/3/2007,12/4/2011,"Mund (VS),Brig-Glis (VS),Zwischbergen (VS),Naters (VS)",6/7/1962,
1,Viola,Amherd,f,Wallis,VS,Nationalrat,CVP-Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,Brig-Glis,Wallis,Exekutive der Gemeinde (Stadträtin) Brig-Glis: von 1993 bis 1996; Vizepräsidentin: von 1997 bis 2000; Präsidentin: von 2001 bis 2012,11/30/2015,,"Mund (VS),Brig-Glis (VS),Zwischbergen (VS),Naters (VS)",6/7/1962,
0,Viola,Amherd,f,Wallis,VS,Nationalrat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,Brig-Glis,Wallis,Exekutive der Gemeinde (Stadträtin) Brig-Glis: von 1993 bis 1996; Vizepräsidentin: von 1997 bis 2000; Präsidentin: von 2001 bis 2012,5/31/2005,12/2/2007,"Mund (VS),Brig-Glis (VS),Zwischbergen (VS),Naters (VS)",6/7/1962,
0,P. Albert,Ammann,m,Schaffhausen,SH,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1896,12/2/1928,Schaffhausen (SH),10/7/1860,6/4/1929
1,Thomas,Ammann,m,St. Gallen,SG,Nationalrat,CVP-Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,verheiratet,Altstätten,St. Gallen,Exekutive (Gemeindepräsident) Rüthi (SG): seit 1997,11/30/2015,,"Kirchberg (SG),Oberriet (SG)",7/13/1964,
0,Walter,Ammann,m,St. Gallen,SG,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,3/1/1976,11/24/1991,Madiswil (BE),6/7/1946,
0,Johann Heinrich,Ammann,m,Schaffhausen,SH,Nationalrat,Mitte,MC,Liberale,Lib*,,,,,12/3/1860,12/6/1863,Schaffhausen (SH),10/10/1820,8/17/1867
0,Johann Heinrich,Ammann,m,Schaffhausen,SH,Ständerat,Linke,LG,Liberale,Lib*,,,,,7/6/1857,6/1/1859,Schaffhausen (SH),10/10/1820,8/17/1867
0,Ulrich,Ammann,m,Bern,BE,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1975,11/29/1987,Madiswil (BE),2/6/1921,3/20/2006
0,P. Albert,Ammann,m,Schaffhausen,SH,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1896,12/2/1928,Schaffhausen (SH),10/7/1860,6/4/1929
0,P. Albert,Ammann,m,Schaffhausen,SH,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1896,12/2/1928,Schaffhausen (SH),10/7/1860,6/4/1929
0,Johann-Kaspar,Ammann,m,Zürich,ZH,Ständerat,Linke,LG,Liberale,Lib*,,,,,4/16/1849,8/1/1849,"Unterstrass bei Zürich (ZH),Aussersihl (ZH)",11/12/1803,11/6/1870
0,Johann Heinrich,Ammann,m,Schaffhausen,SH,Ständerat,Linke,LG,Liberale,Lib*,,,,,11/12/1849,6/1/1855,Schaffhausen (SH),10/10/1820,8/17/1867
0,Regina,Ammann Schoch,f,Aargau,AG,Nationalrat,LdU/EVP-Fraktion,U,Landesring der Unabhängigen,LdU,verheiratet,Schaffhausen,Schaffhausen,Grosser Rat von 1991 bis 1996,3/1/1999,12/5/1999,"Zürich (ZH),Wädenswil (ZH),Oberneunforn (TG)",6/19/1963,
0,Regina,Ammann Schoch,f,Aargau,AG,Nationalrat,LdU/EVP-Fraktion,U,Landesring der Unabhängigen,LdU,verheiratet,Schaffhausen,Schaffhausen,Grosser Rat von 1991 bis 1996,3/1/1999,12/5/1999,"Zürich (ZH),Wädenswil (ZH),Oberneunforn (TG)",6/19/1963,
0,Johann Jakob,Amsler,m,Zürich,ZH,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1896,12/6/1908,Aussersihl (ZH),10/11/1848,2/12/1909
0,Johann-Rudolf,Amsler,m,Zürich,ZH,Nationalrat,,,Demokraten,Dem*,,,,,12/4/1899,10/30/1917,Meilen (ZH),11/8/1853,10/30/1917
0,Eduard,Amstad,m,Nidwalden,NW,Ständerat,Konservativ-christlichsoziale Fraktion,K,Konservativ-christlichsoziale Volkspartei der Schweiz,KK,,,,,6/5/1967,10/6/1976,Beckenried (NW),3/19/1922,10/12/2015
0,Joh. Josef M.,Amstad,m,Nidwalden,NW,Ständerat,,,Konservative,Kons*,,,,,6/4/1884,4/1/1894,Beckenried (NW),9/25/1846,2/14/1926
0,Walter,Amstalden,m,Obwalden,OW,Ständerat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,6/7/1926,6/1/1943,Sarnen (OW),8/30/1883,6/19/1966
0,Walter,Amstalden,m,Obwalden,OW,Ständerat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,6/7/1926,6/1/1943,Sarnen (OW),8/30/1883,6/19/1966
0,Walter,Amstalden,m,Obwalden,OW,Ständerat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,6/7/1926,6/1/1943,Sarnen (OW),8/30/1883,6/19/1966
0,Adrian,Amstutz,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Sigriswil,Bern,Exekutive der Gemeinde (Gemeinderatspräsident): von Januar 1993 bis Mai 1998; Legislative des Kantons (Grossrat): von Juni 1998 bis November 2003,12/5/2011,11/29/2015,Sigriswil (BE),12/2/1953,
0,Adrian,Amstutz,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Sigriswil,Bern,Exekutive der Gemeinde (Gemeinderatspräsident): von Januar 1993 bis Mai 1998; Legislative des Kantons (Grossrat): von Juni 1998 bis November 2003,12/1/2003,12/2/2007,Sigriswil (BE),12/2/1953,
0,Adrian,Amstutz,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Sigriswil,Bern,Exekutive der Gemeinde (Gemeinderatspräsident): von Januar 1993 bis Mai 1998; Legislative des Kantons (Grossrat): von Juni 1998 bis November 2003,12/5/2011,11/29/2015,Sigriswil (BE),12/2/1953,
1,Adrian,Amstutz,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Sigriswil,Bern,Exekutive der Gemeinde (Gemeinderatspräsident): von Januar 1993 bis Mai 1998; Legislative des Kantons (Grossrat): von Juni 1998 bis November 2003,11/30/2015,,Sigriswil (BE),12/2/1953,
0,Adrian,Amstutz,m,Bern,BE,Ständerat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Sigriswil,Bern,Exekutive der Gemeinde (Gemeinderatspräsident): von Januar 1993 bis Mai 1998; Legislative des Kantons (Grossrat): von Juni 1998 bis November 2003,5/30/2011,12/4/2011,Sigriswil (BE),12/2/1953,
0,Adrian,Amstutz,m,Bern,BE,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Sigriswil,Bern,Exekutive der Gemeinde (Gemeinderatspräsident): von Januar 1993 bis Mai 1998; Legislative des Kantons (Grossrat): von Juni 1998 bis November 2003,12/3/2007,5/29/2011,Sigriswil (BE),12/2/1953,
0,Jean-Louis,Ancrenaz,m,Waadt,VD,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/7/1857,12/2/1866,Bursins (VD),7/2/1814,3/7/1879
0,Georg Friedrich,Anderegg,m,St. Gallen,SG,Nationalrat,Mitte,MC,Liberale,Lib*,,,,,12/7/1863,12/5/1875,Wattwil (SG),8/16/1823,1/16/1883
0,Johann Georg,Anderegg,m,St. Gallen,SG,Nationalrat,Mitte,MC,Liberale,Lib*,,,,,11/6/1848,5/21/1856,Wattwil (SG),7/8/1792,5/21/1856
0,Emil,Anderegg,m,St. Gallen,SG,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/6/1943,12/2/1951,Wattwil (SG),11/9/1903,9/12/1967
0,Othmar,Andermatt,m,Zug,ZG,Ständerat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,1/25/1971,12/1/1986,"Luzern (LU),Baar (ZG)",11/8/1922,
0,Josef,Andermatt,m,Zug,ZG,Ständerat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,9/29/1913,6/12/1930,"Hünenberg (ZG),Baar (ZG)",12/24/1871,5/15/1942
0,Josef,Andermatt,m,Zug,ZG,Ständerat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,9/29/1913,6/12/1930,"Hünenberg (ZG),Baar (ZG)",12/24/1871,5/15/1942
0,Josef,Andermatt,m,Zug,ZG,Ständerat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,9/29/1913,6/12/1930,"Hünenberg (ZG),Baar (ZG)",12/24/1871,5/15/1942
0,Jos. Fridolin,Anderwert,m,Thurgau,TG,Nationalrat,Demokratische Linke,DL,Demokraten,Dem*,,,,,12/7/1863,10/1/1874,Emmishofen (TG),9/19/1828,12/25/1880
0,Jos. Fridolin,Anderwert,m,Thurgau,TG,Bundesrat,,,Demokraten,Dem*,,,,,12/10/1875,12/25/1880,Emmishofen (TG),9/19/1828,12/25/1880
0,Jos. Fridolin,Anderwert,m,Thurgau,TG,Nationalrat,Demokratische Linke,DL,Demokraten,Dem*,,,,,12/7/1863,10/1/1874,Emmishofen (TG),9/19/1828,12/25/1880
0,Jos. Fridolin,Anderwert,m,Thurgau,TG,Nationalrat,Demokratische Linke,DL,Demokraten,Dem*,,,,,12/7/1863,10/1/1874,Emmishofen (TG),9/19/1828,12/25/1880
0,Paul,André,m,Waadt,VD,Nationalrat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/2/1878,12/4/1881,Yens (VD),2/23/1837,12/3/1896
0,Paul,Andres,m,Bern,BE,Nationalrat,Fraktion des Landesrings,U,Landesring der Unabhängigen,LdU,,,,,3/25/1941,12/5/1943,Bargen (BE),8/17/1882,3/19/1974
0,Henri,Anet,m,Waadt,VD,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,6/4/1946,11/30/1947,Le Châtelard-sur-Lutry (VD),1/15/1895,9/14/1983
0,Ernst,Anliker,m,Bern,BE,Nationalrat,Fraktionslos,-,Jungbauern,JB,,,,,12/2/1935,12/5/1943,Gondiswil (BE),4/21/1906,6/30/1977
0,Ernst,Anliker,m,Bern,BE,Nationalrat,Demokratische Fraktion,DEM,Jungbauern,JB,,,,,12/2/1935,12/5/1943,Gondiswil (BE),4/21/1906,6/30/1977
0,Charles-Albert,Antille,m,Wallis,VS,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,verheiratet,Siders,Wallis,"Conseiller communal de 1985 à 1991, Président de la Ville de 1992 à 2001",4/27/1998,11/30/2003,St-Luc (VS),10/18/1944,
0,Rosemarie,Antille,f,Wallis,VS,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,1/31/1989,11/24/1991,Chalais (VS),4/20/1949,
0,Antonio,Antognini,m,Tessin,TI,Ständerat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,3/29/1943,12/1/1963,Bellinzona (TI),7/22/1893,6/1/1972
0,Secondo-Vittorio,Antognini,m,Tessin,TI,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,7/1/1923,11/30/1924,Bellinzona (TI),8/22/1877,12/30/1958
0,Antonio,Antognini,m,Tessin,TI,Ständerat,Konservativ-christlichsoziale Fraktion,K,Konservative,Kons*,,,,,3/29/1943,12/1/1963,Bellinzona (TI),7/22/1893,6/1/1972
0,Francesco,Antognini,m,Tessin,TI,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/1/1919,12/3/1922,Bellinzona (TI),9/28/1863,6/8/1953
0,Antonio,Antognini,m,Tessin,TI,Nationalrat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,12/2/1935,3/1/1943,Bellinzona (TI),7/22/1893,6/1/1972
0,Antonio,Antognini,m,Tessin,TI,Ständerat,Konservativ-christlichsoziale Fraktion,K,Konservative,Kons*,,,,,3/29/1943,12/1/1963,Bellinzona (TI),7/22/1893,6/1/1972
0,Manfred,Aregger,m,Luzern,LU,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,verheiratet,Hasle,Luzern,Grossrat 1967 bis 1983 (Präsident 1977),11/26/1979,12/3/1995,Hasle (LU),1/27/1931,
0,Manfred,Aregger,m,Luzern,LU,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,verheiratet,Hasle,Luzern,Grossrat 1967 bis 1983 (Präsident 1977),12/4/1995,12/5/1999,Hasle (LU),1/27/1931,
0,Willy,Arni,m,Solothurn,SO,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1947,12/3/1967,Mühledorf (SO),6/25/1899,11/21/1977
0,Franz,Arnold,m,Uri,UR,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1947,12/1/1963,"Bern (BE),Flüelen (UR)",8/21/1897,12/26/1984
0,Max,Arnold,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/3/1951,11/28/1971,Schlierbach (LU),1/8/1909,11/9/1998
0,Josef,Arnold,m,Uri,UR,Nationalrat,,,Konservative,Kons*,,,,,7/3/1865,11/30/1890,Altdorf (UR),3/18/1825,4/10/1891
0,Eduard,Arnold,m,Luzern,LU,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/2/1935,12/17/1942,Luzern (LU),8/30/1895,4/2/1977
0,Josef,Arnold,m,Uri,UR,Ständerat,,,Konservative,Kons*,,,,,6/1/1850,6/1/1865,Altdorf (UR),3/18/1825,4/10/1891
0,Leo,Arnold,m,Uri,UR,Ständerat,Christlichdemokratische Fraktion,C,Christlichdemokratische Volkspartei der Schweiz,CVP,,,,,11/29/1971,11/29/1987,Altdorf (UR),12/17/1923,5/16/2014
1,Beat,Arnold,m,Uri,UR,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Altdorf,Uri,Legislative des Kantons Uri: von September 2006 bis Juli 2010; Exekutive des Kantons Uri: von August 2010 bis Mai 2016,11/30/2015,,Unterschächen (UR),4/24/1978,
0,Max,Arnold,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,9/22/1975,11/30/1975,Schlierbach (LU),1/8/1909,11/9/1998
0,Emil,Arnold,m,Basel-Stadt,BS,Nationalrat,Fraktion der Partei der Arbeit,T,Partei der Arbeit der Schweiz,PdAS,,,,,12/3/1951,6/1/1953,Altdorf (UR),1/22/1897,10/21/1974
0,Emil,Arnold,m,Basel-Stadt,BS,Nationalrat,Fraktionslos,-,Partei der Arbeit der Schweiz,PdAS,,,,,12/3/1951,6/1/1953,Altdorf (UR),1/22/1897,10/21/1974
0,Emil,Arnold,m,Basel-Stadt,BS,Nationalrat,Kommunistische Fraktion,Ko,Kommunistische Partei,KP,,,,,9/20/1932,3/1/1934,Altdorf (UR),1/22/1897,10/21/1974
0,Johann Bartholome,Arpagaus,m,Graubünden,GR,Nationalrat,Mitte,MC,Gemässigte Konservative,GKons*,,,,,12/1/1851,12/3/1854,Cumbels (GR),10/3/1810,2/3/1882
0,Johann Bartholome,Arpagaus,m,Graubünden,GR,Ständerat,Mitte,MC,Gemässigte Konservative,GKons*,,,,,7/2/1860,7/1/1861,Cumbels (GR),10/3/1810,2/3/1882
1,Sibel,Arslan,f,Basel-Stadt,BS,Nationalrat,Grüne Fraktion,G,Basels starke Alternative,BastA,,Erzincan,,"Grossrätin Kanton Basel-Stadt: seit Februar 2005; Mitglied der Justiz-, Sicherheits- und Sportkommission (JSSK), Kanton Basel-Stadt: seit 2007; Mitglied der Begnadigungskommission, Kanton Basel-Stadt: seit 2013",11/30/2015,,Basel (BS),6/23/1980,
0,Adolf,Ast,m,Basel-Landschaft,BL,Nationalrat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,"Bauern-, Gewerbe- und Bürgerpartei",BGB,,,,,12/4/1922,12/1/1935,Wimmis (BE),7/16/1874,9/19/1936
0,Pierre,Aubert,m,Neuenburg,NE,Bundesrat,,,Sozialdemokratische Partei der Schweiz,SP,,,,,12/7/1977,12/31/1987,Savagnier (NE),3/3/1927,6/8/2016
0,Josiane,Aubert,f,Waadt,VD,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Le Chenit,Waadt,Législatif communal de Le Chenit: depuis 1992 jusqu'à décembre 2007; Législatif cantonal: Constituante depuis avril 1999 jusqu'à mai 2002 et députée depuis mai 2002 jusqu'à janvier 2008,12/5/2011,6/1/2014,Le Chenit (VD),4/7/1949,
0,Jean-François,Aubert,m,Neuenburg,NE,Ständerat,Liberale und evangelische Fraktion,L,Liberale Partei der Schweiz,LPS,,,,,11/26/1979,11/29/1987,Savagnier (NE),5/11/1931,
0,F.-Alfred-J.,Aubert,m,Waadt,VD,Ständerat,,,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/3/1900,1/1/1901,"L'Abbaye (VD),St-George (VD)",9/3/1859,12/18/1923
0,Pierre,Aubert,m,Neuenburg,NE,Ständerat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,11/29/1971,12/7/1977,Savagnier (NE),3/3/1927,6/8/2016
0,Josiane,Aubert,f,Waadt,VD,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Le Chenit,Waadt,Législatif communal de Le Chenit: depuis 1992 jusqu'à décembre 2007; Législatif cantonal: Constituante depuis avril 1999 jusqu'à mai 2002 et députée depuis mai 2002 jusqu'à janvier 2008,12/3/2007,12/4/2011,Le Chenit (VD),4/7/1949,
0,Théodore,Aubert,m,Genf,GE,Nationalrat,Liberal-demokratische Fration,L,Liberale Partei der Schweiz,LPS,,,,,12/2/1935,12/3/1939,Genf (GE),9/8/1878,1/19/1963
0,Jean-François,Aubert,m,Neuenburg,NE,Nationalrat,Liberale und evangelische Fraktion,LE,Liberale Partei der Schweiz,LPS,,,,,11/29/1971,11/25/1979,Savagnier (NE),5/11/1931,
0,Josiane,Aubert,f,Waadt,VD,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,verheiratet,Le Chenit,Waadt,Législatif communal de Le Chenit: depuis 1992 jusqu'à décembre 2007; Législatif cantonal: Constituante depuis avril 1999 jusqu'à mai 2002 et députée depuis mai 2002 jusqu'à janvier 2008,6/4/2007,12/2/2007,Le Chenit (VD),4/7/1949,
0,Pierre-Ignace,Aubry,m,Bern,BE,Nationalrat,,,Konservative,Kons*,,,,,12/1/1851,12/3/1854,Saignelégier (JU),10/16/1796,4/10/1878
0,Geneviève,Aubry,f,Bern,BE,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/26/1979,12/3/1995,Dachsfelden (BE),3/4/1928,
0,Felix,Auer,m,Basel-Landschaft,BL,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/29/1971,11/24/1991,Bottmingen (BL),9/16/1925,7/31/2016
0,F. Xaver J. K.,Auf der Mauer,m,Schwyz,SZ,Ständerat,,,Konservative,Kons*,,,,,12/4/1854,12/1/1861,Brunnen (SZ),6/29/1822,2/17/1904
0,Dominik,Auf der Maur,m,Schwyz,SZ,Ständerat,Katholisch-Konservative Fraktion,K,Konservative,Kons*,,,,,3/13/1950,12/3/1967,Schwyz (SZ),9/18/1896,7/9/1978
0,Dominik,Auf der Maur,m,Schwyz,SZ,Ständerat,Konservativ-christlichsoziale Fraktion,K,Konservative,Kons*,,,,,3/13/1950,12/3/1967,Schwyz (SZ),9/18/1896,7/9/1978
0,Dominik,Auf der Maur,m,Schwyz,SZ,Ständerat,Konservativ-christlichsoziale Fraktion,K,Konservative,Kons*,,,,,3/13/1950,12/3/1967,Schwyz (SZ),9/18/1896,7/9/1978
0,Walter,Augsburger,m,Bern,BE,Nationalrat,"Bauern,-Gewerbe- und Bürgerfraktion",BGB,"Bauern-, Gewerbe- und Bürgerpartei",BGB,,,,,12/4/1967,11/27/1983,Schangnau (BE),8/13/1922,7/3/1997
0,André,Auroi,m,Bern,BE,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,6/4/1963,12/3/1967,Ilfingen (BE),2/15/1919,1/13/1999
0,Caspar,Baader,m,Basel-Landschaft,BL,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Basel,Basel-Stadt,Exekutive der Gemeinde Bannwil: von 1983 bis 1986,4/27/1998,12/5/1999,Gelterkinden (BL),10/1/1953,
0,Caspar,Baader,m,Basel-Landschaft,BL,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Basel,Basel-Stadt,Exekutive der Gemeinde Bannwil: von 1983 bis 1986,12/6/1999,11/30/2003,Gelterkinden (BL),10/1/1953,
0,Caspar,Baader,m,Basel-Landschaft,BL,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Basel,Basel-Stadt,Exekutive der Gemeinde Bannwil: von 1983 bis 1986,12/5/2011,7/31/2014,Gelterkinden (BL),10/1/1953,
0,Caspar,Baader,m,Basel-Landschaft,BL,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Basel,Basel-Stadt,Exekutive der Gemeinde Bannwil: von 1983 bis 1986,12/1/2003,12/2/2007,Gelterkinden (BL),10/1/1953,
0,Johann Jakob,Baader,m,Basel-Landschaft,BL,Nationalrat,Mitte,MC,Liberale,Lib*,,,,,12/3/1866,12/5/1869,Gelterkinden (BL),4/4/1810,3/16/1879
0,Caspar,Baader,m,Basel-Landschaft,BL,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Basel,Basel-Stadt,Exekutive der Gemeinde Bannwil: von 1983 bis 1986,12/6/1999,11/30/2003,Gelterkinden (BL),10/1/1953,
0,Caspar,Baader,m,Basel-Landschaft,BL,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Basel,Basel-Stadt,Exekutive der Gemeinde Bannwil: von 1983 bis 1986,12/5/2011,7/31/2014,Gelterkinden (BL),10/1/1953,
0,Caspar,Baader,m,Basel-Landschaft,BL,Nationalrat,Fraktion der Schweizerischen Volkspartei,V,Schweizerische Volkspartei,SVP,verheiratet,Basel,Basel-Stadt,Exekutive der Gemeinde Bannwil: von 1983 bis 1986,12/3/2007,12/4/2011,Gelterkinden (BL),10/1/1953,
0,Jean,Babel,m,Genf,GE,Nationalrat,Konservativ-christlichsoziale Fraktion,K,Konservativ-christlichsoziale Volkspartei der Schweiz,KK,,,,,6/6/1966,12/3/1967,Veyrier (GE),11/6/1921,11/25/2005
0,Alma,Bacciarini,f,Tessin,TI,Nationalrat,Freisinnig-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,11/26/1979,11/27/1983,Cureggia (TI),3/30/1921,1/22/2007
0,Johannes,Bach,m,Bern,BE,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/1/1851,12/6/1857,Saanen (BE),8/4/1808,6/15/1866
0,David E.,Bachelard,m,Waadt,VD,Nationalrat,Linke,LG,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,5/1/1866,6/18/1866,"Nyon (VD),Pampigny (VD)",8/9/1815,6/18/1866
0,Jakob H.,Bachmann,m,Thurgau,TG,Nationalrat,Liberale demokratische Fraktion,LD,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/5/1881,12/1/1895,Stettfurt (TG),11/21/1843,8/26/1915
0,Arthur,Bachmann,m,Zürich,ZH,Nationalrat,Sozialdemokratische Fraktion,S,Sozialdemokratische Partei der Schweiz,SP,,,,,12/2/1963,6/1/1967,"Winterthur (ZH),Aristau (AG)",1/10/1922,11/5/1983
0,Gottlieb,Bachmann,m,Zürich,ZH,Nationalrat,Radikal-demokratische Fraktion,R,Freisinnig-Demokratische Partei der Schweiz,FDP,,,,,12/4/1939,12/5/1943,Winterthur (ZH),7/20/1874,2/11/1947
